0.388052	0.547095	-49.8836	2.96177	0.732338
-0.112009	0.66711	-0.85743	1.9925	1.38581
0.465185	-1.84368	-29.1646	5.01643	0.782558
-0.265365	-0.815504	7.5349	6.03525	0.793719
1.79933	1.95013	-36.3816	2.40098	0.628858
-0.893265	-1.66447	14.1636	3.26639	1.28921
-1.41736	1.90141	29.5328	5.87635	0.987937
0.288454	0.403665	46.4739	5.24502	0.92141
0.385632	-0.758222	1.79395	4.41985	1.27829
-1.62629	-0.71728	46.5069	1.91369	1.2692
-1.46966	-1.39995	22.315	1.59907	0.539591
1.09769	1.32613	20.2393	0.908691	0.594637
-1.04249	0.932168	-47.2625	1.84574	0.832614
-1.3558	0.227539	-22.8578	0.870523	1.34332
0.961983	1.14185	-26.8269	2.69806	1.0643
-1.0662	0.243566	31.7269	2.41009	0.942135
-0.759221	1.97964	36.8011	4.98773	1.10853
1.01448	0.772898	-33.5489	4.56614	1.33476
-0.634008	-1.01073	47.3436	2.48811	0.66278
0.80872	-1.54703	49.7705	5.96071	0.78348
-0.0250901	0.0279902	2.37757	2.32944	1.43627
0.121404	1.51486	-5.6531	5.55556	1.56048
-1.62623	0.379172	-34.124	3.93685	1.51446
-1.24173	1.50868	9.16117	1.36975	1.5012
-1.02579	0.85297	35.433	3.08879	0.825096
1.19577	-0.232518	-34.9718	0.168152	1.42299
-1.73462	0.545833	-35.1396	2.89601	1.03527
-0.997463	-1.53316	42.4577	1.87444	0.685049
1.86295	-0.055203	-49.0881	4.39782	1.32076
-1.73588	0.584442	-4.11815	5.82918	1.24168
0.740848	-1.25909	-22.2228	4.08359	1.09627
0.617694	-1.35461	45.7102	4.88385	1.00679
-0.892903	0.71105	-45.5075	6.15639	0.629454
0.0926449	0.445508	11.474	5.60393	0.945266
-0.385086	1.85401	25.1608	3.39905	0.899102
-1.8278	-1.73535	44.6899	0.618829	1.07227
-0.788777	-0.0179244	-44.5935	6.06204	1.13892
0.2854	1.29459	3.24031	4.37661	1.09631
-0.272949	1.05886	3.83531	5.12396	0.582444
1.88937	-1.80192	15.1277	5.4002	0.683697
0.561022	-0.202817	-32.0055	5.67679	1.50052
0.970303	1.12427	-38.3596	1.3455	0.982553
-0.915862	-0.305854	-1.47147	2.15575	0.633677
0.0777471	-0.221465	-38.7587	2.98716	0.698349
-1.48596	-0.197347	31.3881	1.91162	1.1272
0.867074	-0.20148	35.8491	1.13283	1.39359
-0.343353	-1.68659	-12.7588	5.45871	0.997784
-0.641182	-1.23904	47.0931	4.44765	0.961338
1.8219	-1.51064	5.89429	1.14673	0.862284
-1.72184	-0.960486	-6.57885	3.92282	0.544873
-1.20401	0.13175	-35.5795	0.703328	0.728185
-1.46966	1.86056	45.2528	5.43561	1.43338
-0.291922	-1.1641	1.76969	0.51961	1.04578
-1.76591	0.0790095	27.1417	4.71992	1.13645
-1.293	-1.80189	3.24321	2.19926	1.38034
0.511763	1.23383	22.2641	4.32038	0.997353
-0.650678	0.74455	23.9593	2.38271	1.12284
-0.740276	-1.93292	2.6105	2.86318	1.04287
0.0244469	-1.33413	-1.37661	0.131756	1.18169
-1.03868	-1.45987	-44.2317	5.40391	0.919001
-0.864101	-1.52503	29.1125	0.242774	1.51473
1.46789	0.338322	29.4488	4.50154	1.1159
-1.56913	0.0866905	-23.1593	0.367652	1.29967
1.46801	-0.234646	46.8889	0.787326	0.723773
1.09104	-0.725179	48.4595	5.80986	0.577817
1.60543	0.0924295	-40.9326	4.89105	0.662168
1.12463	-0.992007	-11.5965	1.42605	1.21993
-1.6327	-0.719466	-34.5297	2.17823	0.812915
1.57905	-0.110615	-13.5878	4.9438	1.15231
0.692657	-1.27878	-8.25093	1.35618	1.5068
0.278635	-1.95377	38.4371	2.3785	1.26416
-0.979399	-0.405961	27.3151	0.272553	0.576797
-1.38096	0.72328	-47.4031	2.53453	1.32026
1.18314	0.0411948	29.8216	5.80299	0.896411
-0.982712	-0.777888	33.2861	4.3706	1.51318
-0.831022	-0.456426	5.88935	2.48056	0.943977
0.827822	1.45261	-6.3405	2.77854	0.630293
-1.30004	-1.84648	-12.5308	0.459729	1.45317
-0.656383	-0.316375	48.8801	1.82415	0.893498
0.898154	-1.66351	38.8934	2.38475	1.12774
-1.55525	-0.938754	-43.1096	2.17029	0.92831
-0.197826	1.22877	-23.5348	0.495849	1.49978
1.59487	-0.50624	14.6163	0.172104	0.896533
-0.18068	-0.791097	10.8083	2.20449	0.664138
1.67179	-0.725006	-44.8427	3.3101	1.53337
1.05293	-0.977726	-45.6792	0.183756	1.39195
0.605761	-1.91172	12.2001	1.11557	1.33766
-0.738494	0.98187	3.25184	4.42421	1.02043
1.424	1.20801	40.1968	1.05454	1.31831
-1.27557	0.971399	29.6563	5.9658	1.41835
0.967532	0.72595	37.7063	2.72594	0.614266
1.88073	1.14732	43.3612	3.20461	1.50459
-0.14447	1.20735	25.1298	0.809634	1.1304
1.11559	-1.45342	21.0856	3.1008	1.54381
0.405635	1.79739	-40.0182	4.34661	1.04046
1.7227	1.84946	18.2751	0.236393	0.834271
-0.752756	0.910423	17.24	5.08926	0.723076
-0.622887	1.00906	-3.00087	4.79224	0.652516
-1.03463	-1.0503	6.02562	5.77773	1.11765
1.85677	1.45653	32.8298	5.50085	0.525001
1.02189	0.0956022	47.301	2.41396	1.4342
-1.01152	-1.54338	-47.6404	5.33646	0.642225
1.68545	0.279483	-28.8264	3.92112	0.979683
-0.357044	1.1794	21.6281	0.30191	1.3558
0.0797841	1.34239	24.699	4.17016	0.761411
-0.418696	-0.842878	-2.45421	5.42987	0.738568
-1.42924	-1.13417	-10.73	2.77979	1.47936
0.394017	-0.575543	36.914	3.15331	0.806649
-0.489139	1.40018	-5.89644	2.96198	1.56755
1.9811	1.17459	24.711	2.49434	0.536396
-0.336749	-1.29731	-44.3226	0.742449	1.25133
-1.94402	0.957939	-24.0193	1.97515	1.45711
-1.16404	0.845291	48.8528	3.45926	1.16592
-0.554733	-1.53819	-36.8915	4.0724	1.28981
-0.917988	-0.835441	1.84256	3.24074	1.0114
-0.894613	1.79423	-37.9136	1.96334	0.7957
1.74373	-0.0799897	29.5077	4.07196	0.723552
0.322371	0.214863	32.0619	5.55293	1.26808
-1.51441	-1.399	-3.48686	4.42759	0.836547
0.328684	-1.45426	16.889	2.40958	1.13269
-1.85786	-0.659599	37.7352	2.97923	1.39432
0.181256	0.934667	-43.2434	4.27408	1.03022
-0.741883	1.54224	-26.146	1.39829	1.55798
-0.754491	-0.051517	38.2845	3.26354	0.762488
0.442698	1.26326	-44.4024	2.42101	1.13058
-1.76389	-0.720141	4.65166	1.17914	1.38434
1.70008	-1.52197	7.85365	3.98829	0.757697
-0.501251	-1.56677	-25.3784	2.57594	0.693012
1.53651	-1.57604	43.4948	1.15468	0.577849
-1.36729	0.965741	-30.9382	0.414427	0.751148
-0.708272	0.237877	-23.8684	4.13789	0.879626
-1.58681	1.84235	39.5265	3.36067	0.77782
-0.892111	1.08874	-31.4687	2.337	0.913939
-1.88823	0.959624	-2.84878	2.57336	0.529678
1.72379	0.284376	-4.43848	2.46448	1.37523
-0.0991006	0.352434	18.8387	5.10748	1.10347
-0.996506	1.11675	21.4673	2.14884	0.848919
-1.00742	-1.33	-27.3299	1.20078	0.56618
-0.250272	0.00267266	31.4253	2.00469	1.18732
0.78375	1.08318	-34.4318	5.28722	1.23216
0.482724	0.439907	-35.5358	1.04506	0.646833
0.738954	0.505006	21.5414	3.16809	1.48377
-1.58831	0.794771	-31.3291	2.22856	1.57007
-0.192205	-0.685478	26.9907	2.55592	0.621686
-0.616632	0.120379	4.56884	4.91314	1.30282
0.0708628	-1.96315	31.059	2.94812	1.41248
-1.77005	-1.04617	-1.99292	6.01028	0.896846
1.64951	-1.85314	-48.1252	0.701371	1.14813
1.44083	-1.14062	-21.2569	0.189198	0.601319
-0.128185	0.308766	-17.3119	2.22991	0.857679
1.0686	1.00201	49.7861	3.24942	1.53515
-0.517546	-0.846403	-41.3911	5.31833	1.34022
-1.62295	-0.41458	34.2603	6.12377	0.537128
-1.35335	0.431326	-2.99125	1.27505	0.808369
-1.74406	1.61865	41.8681	2.1478	0.790726
-0.747746	1.16145	-16.6427	3.71221	0.719262
-1.32042	-0.982106	46.9375	6.151	1.49892
0.94889	0.631866	-17.7753	5.83058	1.25516
1.40592	1.27352	22.359	1.60485	0.921816
-1.44058	0.120074	4.2075	1.16246	1.13272
1.10021	1.61898	2.20107	0.834556	1.19384
-0.118408	1.93884	49.8722	2.84208	0.785774
-0.591101	-1.92829	11.7545	4.957	0.976424
0.388251	0.480431	-38.9024	4.19653	0.833357
0.380499	-0.429274	-26.2572	2.86657	0.950112
1.25386	-0.590587	-12.625	4.5412	0.804744
1.39833	-1.82153	-25.8619	0.215478	1.40415
0.694677	1.26889	48.5779	2.21932	1.31771
1.54282	1.11713	29.4073	5.88887	0.6134
-0.42709	0.232565	47.5573	4.70585	1.49459
0.970547	-0.990823	-37.4273	1.93803	1.51686
0.788597	-1.3097	-0.697055	2.9745	1.03857
-1.56613	-1.73748	-12.6538	1.75877	0.935073
-0.400691	0.712364	0.546762	0.697536	1.21924
1.46679	1.67824	-16.4385	3.36591	1.30624
-0.167714	-0.709153	-18.312	2.30465	1.33879
1.68049	-0.383547	48.0004	3.63187	1.25264
0.969234	-1.03906	-37.299	5.76018	0.555136
-0.0835136	-0.457058	-4.35329	5.64752	0.6515
-0.476101	0.879182	26.9288	1.51041	0.741236
0.511534	-1.85172	37.9481	1.764	0.685291
0.326217	-0.572993	7.05554	0.526798	0.848077
-0.428641	1.95387	-46.9906	3.30872	0.62467
-1.65622	1.94584	-48.1209	0.0344779	1.50438
1.47921	0.70801	-37.0957	5.23563	1.20612
-1.72031	0.146453	47.1847	3.29207	1.27002
-0.709731	-0.213466	21.6973	1.06209	0.783796
1.37267	0.994618	23.1181	2.85012	1.51559
-0.48973	0.492825	-11.683	2.24232	0.554678
-0.703447	0.716539	-5.38141	1.64391	0.93962
0.327736	-0.743087	3.29766	2.04332	0.789993
0.238754	-1.43717	-9.40804	5.37085	1.3972
1.55553	1.37933	-21.4941	0.844063	0.864291
0.0223019	-0.503707	-45.6749	0.595485	1.54247
0.652198	-0.912464	-13.2891	1.42979	0.754669
1.95752	0.370442	45.8453	1.62049	1.02421
-1.69711	-1.1559	-5.60855	1.04675	0.849059
-1.52386	-1.40115	-13.1919	2.00273	1.28293
-0.474763	0.719963	-25.6807	4.93013	0.872306
1.61697	0.935201	-31.667	1.99577	1.13986
-0.960233	-1.46315	-20.9911	5.19832	0.792211
1.99257	-0.0259844	-14.2046	4.49869	1.54994
1.81269	1.87903	22.5122	4.9775	1.35397
0.73173	0.719515	16.9084	3.11821	1.09234
0.222081	0.273174	-2.83947	5.6324	1.22329
-0.349245	0.834252	30.6798	4.3593	0.68655
-0.955587	-1.64285	9.66223	2.04275	0.544229
-1.99909	0.38989	11.5718	3.92612	1.49188
