1.52313	-0.770627	-2.38733	5.89701
1.20946	0.0123209	28.3159	3.05958
-0.700837	1.26691	48.3251	5.00887
-1.75451	-1.49702	45.3011	0.892037
1.38263	-1.19825	-46.274	3.82969
0.134162	-0.280846	-8.59239	4.96148
-1.94875	0.115348	42.8088	0.811807
1.49296	0.916037	23.0525	3.49703
-0.931609	-0.576686	-15.4891	2.11482
1.57386	0.407977	-48.2935	3.57306
-1.66545	1.79249	5.35958	1.22861
1.61116	1.30259	7.24717	0.600469
0.499638	-1.03726	14.7458	1.13002
1.35231	-1.4095	22.9693	4.38122
0.237971	-1.74738	-46.1037	5.10621
-0.342814	1.57233	0.373171	2.60662
0.399412	-0.61565	-46.5532	2.48983
0.31019	0.831769	-2.66955	3.24175
1.69517	1.7128	-24.1656	2.47345
0.769951	-0.858984	49.1904	4.27508
-1.79879	-1.10075	45.5359	5.8967
1.0727	-0.0735059	-30.1192	6.02072
0.785016	-0.711726	5.25224	1.0368
0.106689	0.570398	-37.0488	4.3889
1.34056	1.12957	-30.7988	0.391442
-0.297076	0.0247148	2.34845	5.1849
-0.739406	0.599378	-10.015	0.263453
0.851277	-1.17341	-39.4961	4.34847
1.19294	1.30831	-27.6516	1.11805
-1.08686	0.356204	-12.5448	3.72306
-1.04806	-0.997841	33.0484	2.242
0.943657	1.84168	43.3228	2.58966
0.821815	0.589527	47.5617	6.20501
0.663309	0.431473	19.8271	0.0920406
-1.6125	-1.84472	24.9987	4.46807
-1.22682	-0.214442	28.1632	6.16076
0.499283	-1.59708	37.3655	5.70525
-0.0515368	0.562982	-9.86947	1.07572
0.130676	-1.00304	-6.6246	1.35807
0.56563	0.872781	47.806	1.01742
0.277492	-1.96947	-38.9812	1.27593
-0.36013	-0.953995	29.3556	0.691714
-0.260353	0.943685	-16.383	2.21419
1.62729	-1.15405	-6.20829	2.47677
1.55979	-0.987036	-42.4085	1.04402
-0.741162	-0.263959	-26.5	1.08013
0.905703	0.651395	4.94249	2.08375
0.683677	0.739505	-47.7641	1.67767
-0.78643	-0.960246	-28.8455	3.12231
-0.61579	-1.64875	-34.9793	5.45791
0.451081	-0.48185	4.20752	4.65536
0.637132	0.00236292	-1.97896	0.294579
-1.79741	-1.46348	39.5048	5.42324
-0.862162	1.08148	1.29789	3.18914
1.45124	0.572137	-2.5098	3.74539
-1.83917	-0.506619	-42.7908	3.46518
-1.74031	-1.67845	48.2673	6.08705
1.28593	-1.49621	-48.2466	5.43116
0.0726238	0.639168	-2.61762	0.708379
-1.02095	0.034743	-44.5635	3.46137
-0.128987	-0.00891451	45.9154	3.77927
-1.41118	0.442722	-29.9848	5.08724
1.43159	1.13864	1.84651	0.36334
-0.550087	0.639674	-2.65866	4.80618
0.683632	0.133155	7.07597	4.10134
1.3888	1.94134	-33.8209	5.57569
-1.09037	-1.89809	12.3513	2.57549
0.126472	0.701864	21.8801	0.513095
-0.114886	-0.833204	25.2404	1.26398
-0.817247	1.28962	5.0887	4.72171
1.06815	1.84558	21.85	0.336819
1.67525	-0.270954	-6.42769	0.204582
1.16148	0.692077	41.9652	1.7286
-1.16441	-1.27196	-30.2402	5.92534
1.90784	-1.97899	-6.94681	0.0186055
1.1851	1.86999	-44.4892	0.620976
-0.414765	-0.379499	24.3344	1.68438
1.29599	1.49053	13.2181	2.08349
-1.65648	-0.951679	23.8825	4.97644
-1.94008	0.158111	-15.1369	3.2226
1.54495	-0.155796	43.4403	0.00672112
-0.0497154	1.25512	-20.2032	3.82855
-0.620489	-0.446295	-39.3779	0.598646
-0.138314	1.83313	9.71865	6.12619
0.517589	-1.49203	-22.2941	2.59588
0.818413	-0.0816251	-1.54371	0.992418
-1.79964	-1.92734	-29.228	5.30323
0.955113	0.764088	-10.2307	5.78834
-0.337937	0.305222	-15.7798	5.03818
0.532188	0.0663489	-21.982	5.14746
-1.07689	-1.14333	-9.96242	0.47535
-1.94053	-0.631681	-41.9637	1.30206
1.86898	-1.34825	-24.5962	5.14896
1.01259	-0.769561	19.6551	2.91641
-1.30676	-1.6197	17.2459	2.88764
1.67904	-0.470554	17.1833	3.84612
1.30433	-1.29443	-31.0387	5.28027
-0.934619	-0.317593	-10.7959	1.48829
-1.56971	-0.035011	16.0854	3.71267
-1.09154	-1.38914	-40.2433	2.90162
-0.58932	-1.16341	-11.6318	2.73263
0.2882	0.232429	16.8838	5.13848
0.767103	-0.895461	-7.44308	4.48021
1.11141	-1.68314	-40.0981	3.76362
-1.67121	0.984164	-31.5743	4.30154
-0.721062	-1.18628	-19.7852	0.19523
0.988523	-1.48172	49.7264	4.07815
-1.95827	0.755809	-22.6992	2.45796
0.694487	0.591476	23.4928	0.0461915
-1.02736	1.00668	-0.111332	5.92021
0.597703	-1.06067	26.0661	1.32616
-0.965394	-1.49478	-48.777	0.312796
-1.91268	-0.301358	30.0885	3.71128
-1.17312	-1.32423	-21.4444	0.948399
1.4919	-0.541104	-37.9097	6.27361
0.0115357	-1.94284	34.7463	3.96707
-0.377502	1.97763	-23.5289	2.2846
0.237964	0.466358	28.7346	0.374463
1.82164	-0.471076	11.1645	0.704751
1.57785	0.697127	35.4706	2.84847
0.69062	1.84611	-22.7755	2.09571
1.72107	-0.784943	-4.3209	2.89619
-0.514903	0.558274	-30.2248	2.9709
-0.902962	0.208403	41.9946	6.10486
-0.338599	0.0958135	47.0051	4.70337
0.110904	-0.650879	-48.4652	1.44391
-1.83557	-0.725926	-5.34489	0.230101
1.53003	1.01711	0.40352	3.62034
1.17579	-1.57171	27.4639	1.55302
-0.101162	0.565424	-12.0292	3.26906
-1.76327	-1.96855	-37.7311	5.79976
0.0296904	-0.361814	-0.525202	3.42532
-0.94559	1.45052	-33.233	5.35095
1.69073	-1.56856	7.67607	0.809025
1.14826	0.746435	-17.3634	3.13551
-1.35297	0.104881	37.8822	1.99778
1.33484	1.07395	-36.0779	2.3069
-0.540434	0.798325	-15.2728	2.43784
-1.24645	-1.55501	6.13291	1.31291
0.668249	1.37215	-25.3073	0.830875
-0.0325395	1.14995	27.3576	5.26082
-0.938083	-0.488331	-14.221	5.73225
1.37858	-0.830313	42.846	1.00013
-0.835811	1.83866	48.4991	2.00607
-1.6542	1.5169	26.9939	3.82122
1.9186	1.29113	19.4361	5.88082
0.997788	-1.02845	29.5065	2.9404
-0.764314	0.116056	13.3916	2.23561
-0.769626	1.28581	35.5913	2.10391
-0.947023	-0.277276	-9.75598	3.24416
-1.62795	-1.57113	-32.4715	3.69538
-0.358777	0.277969	-36.7666	4.78187
-1.12488	1.13843	46.7111	2.87755
-0.624989	1.50578	-46.4032	4.52731
0.532952	-0.144549	-15.106	3.12953
-1.15302	0.596864	-29.8995	0.0379105
0.959364	0.935559	-6.95716	0.224082
0.982907	-0.869772	-18.6956	3.35181
1.7139	-1.87322	5.25998	4.35065
1.45752	-0.530355	-4.58835	2.92719
-1.00287	-1.11232	-1.52087	6.0252
-1.91741	-1.83744	0.990452	0.341843
-0.749601	-0.934171	7.90179	5.56894
-1.52423	0.621518	10.4538	0.391823
1.45344	0.971486	-2.50376	4.91174
-0.694692	1.0988	35.9794	4.59684
0.157144	-0.333996	-6.74471	6.23881
-0.0665724	1.38108	-32.976	0.281827
0.456157	-0.292684	20.6122	0.906947
1.88106	-0.439061	-10.3654	2.7743
-1.9488	-1.8742	11.5052	3.44956
-0.711583	-0.862807	11.8074	2.24509
-1.39756	-1.14176	-11.3996	5.8903
-1.0822	0.323034	36.5235	3.28632
-1.99615	-0.534025	3.14063	4.03482
-0.592165	-0.0986469	-0.679222	2.97147
0.598523	-1.93884	21.5373	2.87751
1.04254	-0.759537	-13.9689	1.60538
1.96921	1.02457	43.938	3.8755
0.966265	-1.44124	-40.3796	2.40328
1.21872	-0.602173	4.84436	4.06896
1.45098	1.27971	35.2352	5.65478
1.03375	1.86213	12.9119	0.793732
-1.96825	1.75602	-43.4462	1.10841
1.26156	0.617483	-31.5933	5.85121
-0.436253	-1.44662	5.16504	4.17703
-0.508561	1.85002	22.821	0.721231
